ФИО,Желаемая должность,Зарплата,Личная информация,Местоположение,Занятость и график,Общий опыт,Последнее место работы,Обязанности,Ключевые навыки,Обо мне,Образование,Языки,Ссылка
Кандидат,Fullstack developer,Не указано,"Мужчина, 25 лет","Санкт-Петербург , не готов к переезду , готов к командировкам",Не указано,Опыт работы 4 года 8 месяцев,Fullstack developer в Webim,"Обязанности на рабочем месте: - Разработка ПО: 1. SPA на angular c административным интерфейсом для настройки работы встраимаего чата на сайтах и в каналах общения (через api tg, vk, WA и тд) 2. backend сервисы на python - поддержка модуля с обработкой чатов, участие в разработке модуля по управлению сущностями CRUD c использованием ABAC - Code Review - Дежурства (помощь по вопросам связанных с кодом и его возможностям для техподдержки и аналитиков) - Участие в релизах продукта - Ведение/написание документации (Confluence) - Работа в Agile команде (Kanban) - Взаимодействие с командой тестирования, дизайнерами, аналитиками и менеджерами - Поддержка модульных тестов (unittest python) Навыки: - Опыт работы с WebSockets, HTTP (RESTful) - Использование Git, Bitbucket, Docker - Работа с БД (Mysql, Posgresql, Clickhouse) - Знание и опыт работы с микросервисной архитектурой - Понимание классических алгоритмов и структур данных - Работа в Linux и терминале Стек технологий: Typescript, Angular, Python, Aiohttp, SQL, Linux, Jira, Confluence, Git, Bitbucket, DevTools, Postman, BrowserStack, Figma, Jenkins, Allure Report.","TypeScript, Angular, Python, SQL, REST, Git, Atlassian Jira, Русский — Родной, Английский — A2 — Элементарный",Не указано,"Санкт-Петербургский государственный университет телекоммуникаций им. проф. М.А. Бонч-Бруевича, Санкт-Петербург ИНО , Автоматизация технологических процессов и производств; Рыбинский авиационный колледж Программирование в компьютерных системах","Русский — Родной, Английский — A2 — Элементарный",https://hh.ru/resume/ea1bc53f00083c3b100039ed1f55424d6d7754
Кандидат,Fullstack-разработчик,Не указано,"Мужчина, 20 лет","Смоленск , готов к переезду , готов к командировкам",Не указано,Опыт работы 4 года,Middle Fullstack в ex24,"Разработка и комплексная поддержка CRM-системы: - Спроектировал и внедрил многофункциональный чат-модуль с интеграцией мессенджеров (Telegram, WhatsApp) для управления клиентскими сделками в едином интерфейсе - Разработал мощный модуль таблиц с расширенной системой фильтрации, сортировки и гибкими настройками отображения данных - Создал полнофункциональный задачник с реализацией бэкенд-логики и интуитивно понятным фронтенд-интерфейсом Другое: - Разработал Telegram Mini App для операций с обменом валют - Написал платежную систему с поддержкой криптовалют и фиатных денег","Ответственность, Желание учутся, Русский — Родной, Английский — A1 — Начальный","💻 Backend ✅ Node.js TypeScript (Nest.js, Express.js) ✅ Базы данных: PostgreSQL, MySQL, Redis, MongoDB ✅ ORM: Prisma, TypeORM, Mongoose, Sequelize ✅ Message Brokers: Kafka, NATS, RabbitMQ 💻 Frontend ✅ Vue3 ✅ React & Next.js (Redux, Zustand) ✅ Mobile: React Native, Expo, Ionic ✅ UI: Material-UI, NativeBase, Bootstrap, Tailwind CSS, AntD ⚙️ DevOps & Infrastructure ✅ Nginx, OpenResty (конфигурация, реверс-прокси, динамическая маршрутизация) ✅ Postfix, Dovecot (настройка почтовых сервисов) ✅ PM2 Docker контейнеризация ✅ CI/CD (GitLab, Jenkins) ✅ Мониторинг и логирование: Kibana, Winston, Sentry Telegram - @m_poleshchenkov",Не указано,"Русский — Родной, Английский — A1 — Начальный",https://hh.ru/resume/f46d88e60008925b4a0039ed1f71486764436d
Кандидат,FullStack-разработчик,Не указано,"Мужчина, 24 года","Краснодар , готов к переезду , готов к редким командировкам",Не указано,Опыт работы 6 лет 5 месяцев,Программист в Индивидуальное предпринимательство / частная практика / фриланс,Разработка сайтов на заказ под стек Vue/React + Laravel/Yii + RedisDB для кеширования и PostgreSQL/MySQL в качестве основной БД - Разработка и обслуживание серверной части приложения - Разработка и поддержка клиентской части веб-приложения - Написание программного кода - Исправление выявленных багов - Формализация и алгоритмизация поставленных задач для дальнейшего написания программного кода - Тестирование баз данных и серверной части веб-приложения,"Веб-программирование, HTML, HTML5, Администрирование сайтов, API, CSS, JavaScript, CSS3, VueJS, Nuxt, MySQL, Linux, MVC, Git, PHP, REST, Go, SQL, Laravel, SOLID, ООП, БЭМ, Clean Architecture, REST API, PostgreSQL, gRPC, Apache Kafka, Redis, Golang, Gin, Русский — Родной, Английский — B1 — Средний","Работал над большим количеством проектов, в основном выступая основным разработчиком, имею опыт лидерства команды Мои основные качества: трудолюбие, стрессоустойчивость, эффективность в ночное время суток, быстрое обучение. Знаю HTML, CSS, PHP, GoLang, JavaScript, использую такие фреймворки как: VueJS (JavaScript) Laravel(PHP), CodeIgniter (PHP), Gin (GoLang) Работал с базами данных: PostgreSQL, MySQL, RedisDB, FireBase Постоянно нахожусь в режиме изучения чего-то нового и оттачивания уже изученного, к программированию лежит душа и это ""работа моей мечты"", хотелось бы работать в коллективе с хорошими ребятами","Донской государственный технический университет, Ростов-на-Дону информационные системы и технологии , Прикладная математика и информатика","Русский — Родной, Английский — B1 — Средний",https://hh.ru/resume/4823e90600074d58c70039ed1f365731725644
Кандидат,Fullstack - разработчик,30 000 ₽ на руки,"Мужчина, 26 лет","Омск , готов к переезду (Россия) , не готов к командировкам",Не указано,Опыт работы 5 лет 11 месяцев,Fullstack - разработчик в Технологии и Сервис,"Реализация модулей CRM системы, исправление багов, доработка функционала","PHP, MySQL, Yii, HTML5, CSS, jQuery, Bootstrap, JavaScript, Git, Ajax, MVC, ООП, REST, Русский — Родной, Английский — B1 — Средний","Готов к трудностям, поиску решения сложных и неординарных задач.Общителен, быстро вливаюсь в коллектив. Жажду перенять навыки более опытных коллег. Английский уровня intermediate, чтение документации и поиск информации преимущественно на английском. С декабря 2019 года работаю на стэке Yii2, jquery, mysql. Принимал участие в проектировании и реализации RESTAPI для мобильного приложения. Сейчас осваиваю ES 6-8, интересуюсь разработкой на стэке MERN. Читал ""Совершенный код"", ""JavaScript: The Definitive Guide"", ""Грокаем алгоритмы"". Сейчас читаю GoF.","Омский государственный технический университет, Омск ФИТиКС , Прикладная информатика","Русский — Родной, Английский — B1 — Средний",https://hh.ru/resume/91d75de200080170cb0039ed1f557163377877
Кандидат,Fullstack-разработчик,250 000 ₽ на руки,"Мужчина, 29 лет","Москва , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 4 года 1 месяц,Основатель в Тезамбай,"О продукте: Tezam — современная платформа для онлайн-сервисов и e-commerce. Включает в себя модульную архитектуру, систему заказов, интеграцию с платежными сервисами, CRM-модули и мини-приложения для Telegram. Роль и достижения: Основал и руководил развитием продукта: от идеи и проектирования архитектуры до запуска и масштабирования. Определил технический стек: React, Next.js, TypeScript, Redux Toolkit, Effector, Nest.js, PostgreSQL, Docker, Nginx. Спроектировал архитектуру фронтенда и бэкенда, обеспечив модульность, масштабируемость и отказоустойчивость. Разработал UI-kit и дизайн-систему, внедрил Atomic Design и FSD архитектуру. Реализовал CRM и систему заказов: шаги бронирования, оплату, интеграцию с внешними API. Создал PWA и Telegram Mini App, что позволило расширить охват аудитории и улучшить мобильный UX. Настроил процесс CI/CD, деплой на VDS с использованием Docker/Nginx. Внедрил автоматизированное тестирование для повышения надежности продукта. Управлял командой разработчиков: постановка задач, код-ревью, менторинг и развитие сотрудников. Отвечал за стратегическое развитие продукта, техническое видение и реализацию бизнес-требований. Результаты: Запуск продукта с нуля до продакшена. Успешное внедрение системы заказов и оплаты, что позволило обслуживать реальных клиентов. Создание гибкой архитектуры, которая легко масштабируется под новые модули и интеграции. Повышение эффективности команды разработки за счет внедрения процессов, стандартов кода и автоматизации.","ReactJS, Axios, REST API, Redux, Next.js, TypeScript, Frontend, JavaScript, API, JSON, GitHub, Веб-программирование, Управление командой, Figma, Node.js, PostgreSQL, ООП, Gitlab, Webpack, Scrum, SSR, Team management, Postman, Nest, СУБД, Vite, Jira, Русский — Родной, Английский — A2 — Элементарный","Fullstack разработчик 🚀 Создаю быстрые и масштабируемые веб-приложения на React / Next.js / TypeScript. Опыт в Redux Toolkit, Effector, TanStack Query и построении архитектуры по Atomic/FSD. Работаю как с фронтендом, так и с бэкендом (Nest.js, PostgreSQL). Умею выстраивать сложные UI на Ant Design, MUI, PrimeReact, Ionic. Дополнительно: PWA, микрофронтенды, монорепозитории (Lerna), Telegram Mini Apps, CRM/ERP/CMS. Главная цель — создавать удобные и надежные продукты, которые легко поддерживать и масштабировать.","Санкт-Петербургский государственный институт психологии и социальной работы, Санкт-Петербург Психология (бакалавр психологии); ВГПК Программное обеспечение информационных технологий , Техник-программист","Русский — Родной, Английский — A2 — Элементарный",https://hh.ru/resume/3c5e9a340003159c460039ed1f47366e7a556a
Кандидат,Fullstack-разработчик,Не указано,"Мужчина, 22 года","Москва , готов к переезду , не готов к командировкам",Не указано,Опыт работы 2 года 7 месяцев,Преподаватель Fullstack-разработки и искусственного интеллекта в АНО ДПО АКАДЕМИЯ ТОП,.,"React, Redux, Redux toolkit, CSS, HTML5, Управление талантами, Английский язык, MobX, TypeScript, Webpack, Formik, MUI, Bootstrap, Less, JavaScript, Git, Node.js, SQL, Ai-интеграции, Scrum, Figma, Postman, ExpressJS, Vite, Vue, Angular, Русский — Родной, Английский — B2 — Средне-продвинутый","▲ Коммерческий опыт разработки • Frontend/Fullstack разработчик Веб-сайты с кастомным UI/UX-дизайном — полный цикл: от проектирования интерфейсов и разработки до деплоя. [ https://ai-bot-landing.vercel.app/ ] • Telegram-бот для продаж — виртуальный менеджер, отвечающий на вопросы клиентов и продающий товары 24/7 от имени компании с ai-интеграцией. [ https://github.com/malikkhubiev/multik ] ▲ Пет-проекты • Социальная сеть на React ○ Реализация системы рекомендаций, комментариев и общения в реальном времени. ○ WebSocket, авторизация, адаптивный интерфейс. [ https://github.com/malikkhubiev/Memories ]","Московский финансово-промышленный университет ""Синергия"", Москва Факультет искусственного интеллекта , Искусственный интеллект и большие данные; Ростовский государственный экономический университет (РИНХ), Ростов-на-Дону Программирование в компьютерных системах , Техник-программист; Responsive Web Design freeCodeCamp , Developer Certification; Технологии управления клиентским опытом РУДН; Frontend Development Libraries freeCodeCamp , Developer Certification","Русский — Родной, Английский — B2 — Средне-продвинутый",https://hh.ru/resume/876cb6d60007f8f01a0039ed1f475961517065
Кандидат,JavaScript Fullstack,40 000 ₽ на руки,"Мужчина, 40 лет","Нижний Тагил , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 18 лет 9 месяцев,Системный администратор в Коллективный САД №8,"Обслуживание и ресонт системы видео-наблюдения, орг.техника.","JavaScript, React, VueJS 2, AngularJS 1, Vutify, Bootstrap CSS, NodeJS, nginx., Русский — Родной","Любительская УКВ радиосвязь, радиоэлектроника. Люблю ходить на природу.","Школа 144; Слёрм-4 https://slurm.io/ , Kubernetes",Русский — Родной,https://hh.ru/resume/9cd1d49800071eff130039ed1f57376f4a7350
Кандидат,Fullstack-разработчик,Не указано,"Мужчина, 35 лет","Москва , готов к переезду , не готов к командировкам",Не указано,Опыт работы 18 лет 5 месяцев,Fullstack-разработчик / Системный архитектор в Индивидуальное предпринимательство / частная практика / фриланс,"PHP: - Version: 5.2-8.4 - Apache Module - FPM CMS: - Joomla - Wordpress - Bitrix - PHPBB - Opencart Framework: - Codeigniter 1-3 - Yii 1-2 - Zend 2/Laminas - Symphony - Laravel - Doctrine ORM - RoadRunner - ReactPHP/Ratchet - Swoole - PHPUnit - Codeception Javascript: - NodeJS - Gulp - Grunt - Webpack - JQuery - Vue - Angular Database - Mysql - Postgresql - Redis - Mongo - ElasticSearch - Sphinx Queue - RabbitMQ - Gearmin - Redis VM: - Docker - Kubernates - Virtualbox - Vagrant - VmWare Http: - Apache - Nginx Linux: - Debian - CentOS - FreeBSD Стандарты: - PSR - SOLID - DRY - KISS - TDD - GOF Архитектуры: - Multitier - Event-driven - Microservice Методологии - Agile/Scrum - Kanban Всю свою сознательную жизнь программирую. Ничем другим в своей жизни никогда не занимался. За 20 лет у меня сформировался очень богатый и обширный багаж знаний и опыта, наверное не существует такого грейда который бы обхватил весь спектр моих знаний и навыков. Я работал с как с проектами с самого старта до реального выхода на рынок, так и занимался поддержкой и развитием многолетних проектов уже занявших свою нишу на рынке. В общей сложности разработал с нуля более 5 проектов как в одиночку так и с командой разработки. От небольших внутренних систем отчетности до международных социальных сетей с десятками миллионов пользователей. Террабайты данных для меня просто норма. Прекрасно понимаю принципы работы проектов, могу одним коммитом перписать ядро любой системы абсолютно без ошибок. Хоть с одного фреймверка на другой и такой опыт есть. Исправить неисправимое переписать тот код который ""ни в коем случае нелзьзя трогать"", потому что никто не понимает как он работает. Такой опыт и уровень знаний дает 1000% гарантию выполнения работы в лучшем виде какой только существует на данный момент. Понимаю требования с полуслова. И уже знаю что именно нужно сделать. Вы уже 5 лет инвестируете в проект а он до сих пор не приносит прибыль? тогда я тот человек который вам нужен. Доведу до ума все что только можно и даже больше.","PHP, Zend Framework, JavaScript, Yii, PostgreSQL, MySQL, SCSS, Node.js, Git, Linux, HTML, ООП, jQuery, CSS3, Doctrine 2, Composer, Codeigniter, PHP Documentor, Bootstrap, TDD, PHPUnit, REST, JSON, Nginx, Docker Compose, Веб-программирование, Обучение персонала, Обучение и развитие, Русский — Родной, Английский — B2 — Средне-продвинутый",Не указано,Не указано,"Русский — Родной, Английский — B2 — Средне-продвинутый",https://hh.ru/resume/927c76930002e357b40039ed1f79566d507641
Кандидат,Fullstack разработчик,350 000 ₽ на руки,"Мужчина, 36 лет","Москва , не готов к переезду , готов к командировкам",Не указано,Опыт работы 4 года 2 месяца,Руководитель разработки программного обеспечения в ООО Асутп-сервис,"Руководство небольшой командой разработки корпоративной CMS. Область деятельности охватывает полный спектр задач начиная с обеспечения работоспособности железного сервера, заканчивая деплоем кода и его поддержкой на этом самом сервере.","Python, Django, HTTP, Backend, API, REST API, Django Rest Framework, JavaScript, Frontend, React, TypeScript, PostgreSQL, Git, Linux, SQL, Nginx, SQLite, Gunicorn, Bash, Русский — Родной, Английский — B1 — Средний","В программировании больше всего люблю возможность реально пощупать результат своего труда и видеть реализованный проект, который делает мир немножко лучше) - Опыт построения с нуля Rest API приложений - Опыт разработки фронта, сложные one-page apps на React - Разработка backend части на DRF, Django - Опыт проектирования и построения баз данных, PostgreSQL в основном - Опыт развертывания и администрирования, виртуализации и коммутации компонентов приложения. VBox, Linux, Nginx, Gunicorn, Node.js - Git, опыт разворачивания своего сервера разработки на Gitea - Ориентируюсь в теории сетей (OSI, TCP/IP), - DRY, KISS на уровне подсознания) - Знаю о Big O notation, всегда ищу решение с подходящей ценой выполнения - Опыт общения непосредственно с заказчиками продукта, могу перевести список желаний в техническое ТЗ.","Московский государственный университет культуры и искусств, Химки Прикладная информатика , Информатик-менеджер","Русский — Родной, Английский — B1 — Средний",https://hh.ru/resume/83ec15ff00030c55ce0039ed1f55715043746d
Кандидат,FullStack - разработчик,150 000 ₽ на руки,"Мужчина, 30 лет","Москва , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 12 лет 10 месяцев,Frontend-разработчик в Tripshock,"Посадочные страницы, основной посадочный сайт, аналитика, инт. платежки, react/ssr, проч.","Node.js, MySQL, PHP, JavaScript, CSS, Git, MongoDB, React, Svelte, Electron, HTML, jQuery, HTML5, Ajax, ООП, CSS3, SQL, Русский — Родной","Разрабатываю клиент часть преимущественно на React, неплохо зашел svelte. FullStack, умею в php, node.js (+typescript), множество библиотек не перечисляю... Немного писал на C++, Go, Rust, Python, Dart (flutter). Верстал по БЭМ, css-modules, styled-components. https://github.com/bump44 https://qna.habr.com/user/Omashu",Не указано,Русский — Родной,https://hh.ru/resume/9107a4eb0007c55ccb0039ed1f43366e42626f
Кандидат,NodeJS Fullstack,350 000 ₽ на руки,"Мужчина, 32 года","Сургут , готов к переезду , готов к редким командировкам",Не указано,Опыт работы 9 лет 9 месяцев,Fullstack программист в WEB Студия 1creator.ru,"Полный цикл разработки коммерческого ПО от общения с заказчиком и разработки ТЗ до деплоя на серверах. Разработка на стеках: Backend - Python + Django + DRF / NestJS Frontend - VueJS (2 и 3 версии) + NuxtJS / Svelte + SvelteKit Деплой с помощью Docker Реализовано более 30 проектов под ключ как в рамках студии, так и самостоятельно, от простых landing page до маркетплейсов и интерактивных PWA.","JavaScript, Git, PostgreSQL, Node.js, HTML, CSS3, Vue.js, Nginx, Linux, TypeScript, HTML5, Docker, Python, RabbitMQ, API, NestJS, REST API, Frontend, Backend, Nuxt JS, Svelte, SvelteKit, Redis, Русский — Родной, Английский — B2 — Средне-продвинутый","Военное образование: прошел обучение на военной кафедре ОмГТУ, получил звание младшего лейтенанта запаса и военный билет. Имею спортивный разряд КМС по плаванию. Пурпурный пояс по BJJ.","Омский государственный технический университет, Омск Электроснабжение , Электроснабжение промышленных предприятий; Java Разработчик Level up , Java Разработчик","Русский — Родной, Английский — B2 — Средне-продвинутый",https://hh.ru/resume/1492ef0e0002a932e60039ed1f37777a753463
Кандидат,FullStack - разработчик,140 000 ₽ на руки,"Мужчина, 33 года","Санкт-Петербург , м. Девяткино , готов к переезду , готов к командировкам",Не указано,Опыт работы 8 лет 10 месяцев,FullStack - разработчик в ООО Управление большими данными,Разработка и поддержка CRM компании.,"CSS3, JavaScript, MySQL, SQL, HTML5, Laravel, Git, Node.js, TypeScript, jQuery, PHP, Linux, C/C++, Yii2, React.js, HTML, ООП, MongoDB, Python, Redis, Docker, Angular, Golang, Java, Kotlin, NestJS, C++, Русский — Родной, Английский — A1 — Начальный",Не указано,"Курганский государственный университет, Курган Естественные науки , Физика и Компьютерные методы в физике","Русский — Родной, Английский — A1 — Начальный",https://hh.ru/resume/8de9fd28000226a21f0039ed1f645249646f34
Кандидат,Fullstack-разработчик,220 000 ₽ на руки,"Мужчина, 23 года","Москва , не готов к переезду , готов к редким командировкам",Не указано,Опыт работы 4 года 4 месяца,Middle Fullstack-разработчик в Яндекс,"Разрабатывал, сопровождал и поддерживал сервисы платформ Яндекс Недвижимость, Яндекс Путешествия, Авто.ру, в том числе высоконагруженные. Ключевые задачи: - Проектирование архитектуры новых сервисов. - Разработка фронтенда c использованием TypeScript/JavaScript + React. - Разработка Backend for Frontend (BFF) c использованием TypeScript + Node.js / NestJS. - Разработка бэкенда с использованием TypeScript + Node.js / Express.js. - Реализация асинхронной обработки с использованием Apache Kafka. - Реализация взаимодействия с базами данных (SQL/NoSQL) и хранением данных: PostgreSQL, Redis, MongoDB, S3/MinIO. - Настройка и использование системы мониторинга: Grafana, Prometheus. - Обеспечение корректной отработки релизов и бесперебойной работы сервисов в рамках дежурств. - Покрытие кода тестами. Юнит-тесты, интеграционные тесты, скриншотные тесты и нагрузочное тестирование сервисов: Storybook, Playwright, Jest. - Работа в команде по Agile, планирование, оценка, общение с заказчиками, код-ревью. Достижения: - Разработал дизайн-документацию сервиса архивирования страниц для отслеживания SEO-перформанса, выбрал архитектуру и технологии. - Разработал микросервисы для выполнения периодической работы по созданию сайтмапов, фидов и прочих задач SEO. - Создал высоконагруженный сервис AB-тестирования с разбивкой по URL страницы, благодаря чему были проведены эксперименты на изменение SEO-текстов и повышен результат в выдаче. - Переписал легаси-сервис составления фидов директа со Scala на TypeScript, что позволило унифицировать стек в команде и устранило возникавшие ранее ошибки.","TypeScript, JavaScript, Python, React, Node.js, Redis, Git, HTML5, CSS3, Agile, REST API, ORM, Rust, Redux, JSON, NoSQL, Figma, SQL, Golang, Docker, PostgreSQL, Apache Kafka, GraphQL, C/C++, VueJS, СУБД, SEO, Nginx, Русский — Родной, Английский — C1 — Продвинутый","Fullstack-разработчик с 4+ годами опыта в создании высоконагруженных веб-сервисов для Яндекса и VK. Специализация: TypeScript, React, Node.js, микросервисная архитектура (BFF), SEO-оптимизация. Имею опыт полного цикла разработки: от проектирования сервисов (архитектура, дизайн-документы) до тестирования (Playwright/Jest) и внедрения. Улучшал ключевые метрики продуктов: повышение SEO-трафика, оптимизация производительности, миграция легаси-систем. Ищу сложные задачи в продуктовой команде с современным стеком.","МГТУ им. Н. Э. Баумана ИУ , 09.03.01 Информатика и вычислительная техника","Русский — Родной, Английский — C1 — Продвинутый",https://hh.ru/resume/4cda047500092163480039ed1f4b504f57334b
Кандидат,Backend-разработчик,Не указано,"Женщина, 22 года","Санкт-Петербург , готова к переезду , не готова к командировкам",Не указано,Опыт работы 8 месяцев,Fullstack-разработчик в Индивидуальное предпринимательство / частная практика / фриланс,"Разработка веб-приложения для поиска работников по уходу за домашними животными Обязанности: Проектирование архитектуры серверной части (Backend). Разработка RESTful API на Node.js для управления бизнес-логикой приложения. Реализация системы аутентификации и авторизации пользователей на базе JWT. Проектирование и реализация базы данных с использованием PostgreSQL. Разработка концептуальной, логической и физической моделей данных. Создание клиентской части приложения (Frontend) на React. Анализ предметной области и формирование функциональных требований. Ссылка на GitHub: https://github.com/valeriasur/petsitting-site.git","MySQL, Git, PostgreSQL, DBeaver, SQL, Java, Apache Maven, JDBC, Spring Boot, Spring Framework, HTML, CSS, JavaScript, REST, Docker, Nginx, Node.js, React, Apache Kafka, JUnit, Русский — Родной","Backend-разработчик с красным дипломом по специальности «Прикладная информатика» и практическим опытом в full-stack разработке. Мой путь в IT начался с глубокого интереса к созданию полноценных веб-приложений. Этот интерес я реализовала в дипломном проекте, который самостоятельно разработала с нуля, взяв на себя как backend, так и frontend часть. Работа над проектом дала мне фундаментальное понимание принципов клиент-серверной архитектуры, проектирования REST API и управления базами данных. Именно опыт в backend-разработке привел меня к осознанному выбору Java и экосистемы Spring как основного направления для профессионального развития. Меня привлекают надежность, масштабируемость и широкие возможности этой платформы для создания сложных и высокопроизводительных систем. Готова учиться, вносить свой вклад в проекты и расти вместе с командой.","Санкт-Петербургский государственный университет аэрокосмического приборостроения, Санкт-Петербург Кафедра вычислительных систем и программирования , Прикладная информатика",Русский — Родной,https://hh.ru/resume/37266e0a000874ca930039ed1f78436c38637a
Кандидат,Middle fullstack developer,200 000 ₽ на руки,"Мужчина, 25 лет","Москва , не готов к переезду , готов к редким командировкам",Не указано,Опыт работы 4 года 11 месяцев,Старший Fullstack-разработчик в Лига Цифровой Экономики,"– создание и поддержка веб-приложения; – проектирование и разработка REST API; – проведение код-ревью; – коммуникация с командой для обеспечения качества кода. Стек технологий: Typescript, NestJS, PostgreSQL, Redis, Minio, Docker, React, Redux Toolkit, Ant Design. Проект: Система для автоматизации бизнес-процессов и управления клиентскими взаимодействиями. Реализованные задачи: - Графическая нотация для моделирования бизнес-процессов. - Создание мониторинга кастомных задач с возможностью полного профилирования настроек каждой задачи (добавление/удаление ответственного/наблюдателя, смена статусов задачи, смена статусов по крону, если задача просрочена) - Корпоративный/закрытый чат внутри самой CRM системы с возможностью создания мультичатов - Создание сборки front/back + реализация авторизации и регистрации по паттерну OAuth - Функционал поиска и фильтрации в системе. Дополнительно: Создание сборки проекта backend, создание новых модулей, апи, миграции с использование фреймворка Nest.js. Реализация fullstack задач. Создание мониторинга серверов, на которых крутятся основные приложение.","JavaScript, React.js, Redux, Ajax, TypeScript, HTML5, CSS3, BEM, ES6, Node.js, NestJS, PostgreSQL, SQL, MySQL, Docker, REST, Axios, Аналитическое мышление, Деловая коммуникация, руководство командой разработчиков, Исполнительность, Vue.js, Webpack, Vuex, Jest, Gulp, NoSQL, Redis, MongoDB, Clickhouse, Русский — Родной, Английский — B1 — Средний","Имею большой опыт в создании клиентской логики, используя фреймворки JavaScript(Vue.js/React.js). Занимался созданием ui компонентов различной сложности и функциональности. А также занимаюсь разработкой серверной части, используя технологию Node.js с применением фреймворка Nest.js. Недавно проходил повышение квалификации в работе с реляционными бд. На продуктовых задачах применял группировку/агрегацию, подзапросы, join-ы, оконные функции. Есть опыт в написании DDL/DML миграций, использование механизма транзакций бд, а также механизм тригеров. Принимал участие в создании микросервисной архитектуры, программным брокером сообщений которой являлся RabbitMQ. Ключевые навыки:﻿ - Frontend: HTML, CSS, JavaScript / TypeScript, React, Next.js - Backend: Node.js, Express, Nest.js, Docker, Docker Swarm, CI-CD, ﻿Kubernetes(основы) - Test: Jest, Cypress, Storybook - Database: PostgreSQL(DDL/DML/DQL), MongoDB,Redis - Network: REST, GraphQL, WebSocket, Webhook, Redis(pub/sub), RabbitMQ, Nats - Build tools: Webpack, Vite - Client-state-managment: Redux, Zustand - Server-state-managment: ReactQuery - UI Kits: MUI, Ant Design, Bootstrap - CSS Styling: TailwindCSS, CSS modules, SASS, БЭМ,styled-components - VCS: GitHub, GitLab, Bitbucket ﻿- Работа по SCRUM, Kanban - Gitlab / Yandex Tracker / Notion Окончил высшее учебное заведение(МТУСИ) ""Московский технический университет связи и информатики"" по специальности Информационная безопасность. Ответственно подхожу к выполнению поставленных мне задач, люблю работать в команде. https://github.com/IlyaRomanyuk/","Московский технический университет связи и информатики, Москва Информационные технологии , Информационная безопасность телекоммуникационных систем; Реляционные базы данных karpov.courses; React-разработчик GeekBrains , React-разработчик; Loftchool Loftschool , JavaScript-разработчик","Русский — Родной, Английский — B1 — Средний",https://hh.ru/resume/d5b0ed570007b07c8a0039ed1f41617773616a
Кандидат,Fullstack-разработчик,250 000 ₽ на руки,"Мужчина, 23 года","Санкт-Петербург , м. Московская , готов к переезду , готов к командировкам",Не указано,Опыт работы 6 лет 1 месяц,Frontend-разработчик в ООО «Смарт»,"- Разработка клиентской части на базе Nuxt.js (Vue 3, Composition API) с применением typescript и unocss - Проектирование и поддержка сложного микросервисного фронтенд-архитектуры, интеграция с бэкенд-сервисами по REST API - Использование Vuetify для единого дизайн-системного подхода, разработка настраиваемых компонентов приложений - Управление асинхронными данными с помощью TanStack Query и построение таблиц с TanStack Table - Разработка ролевой системы с разграничением доступа","Git, tailwind, Linux, TypeScript, vue, threejs, webgl, REST API, nestjs, Backend, GraphQL, apollo, Phoenix Framework, PHP, Docker, Elixir, Laravel, Русский — Родной, Английский — B1 — Средний","Люблю читать литературу художественную и профессиональную. Легко нахожу общий язык с людьми. Ценю в людях профессионализм и жажду к новым технологиям. В работе придерживаюсь веб-стандартов и слежу за последними новостями в этой области. В будущем вижу себя техническим экспертом в своей области, который всегда сможет помочь своей команде",Не указано,"Русский — Родной, Английский — B1 — Средний",https://hh.ru/resume/37e2c46b000896b23b0039ed1f38466c44796c
